id_producto,nombre,descripcion,id_categoria,id_proveedor,precio_compra,precio_venta,stock_minimo,estado
9832,Sofá 3 Plazas 9832,Producto de la categoría asignada,6,3,225.05,199.86,5,1
9833,Lego City 9833,Producto de la categoría asignada,7,8,367.77,181.78,9,1
9834,Lego City 9834,Producto de la categoría asignada,7,41,283.22,329.22,2,1
9835,Sofá 3 Plazas 9835,Producto de la categoría asignada,5,32,259.44,607.04,9,1
9836,Zapatillas Nike 9836,Producto de la categoría asignada,2,46,476.47,770.72,11,1
9837,Zapatillas Nike 9837,Producto de la categoría asignada,6,15,415.97,773.34,9,1
9838,Celular Samsung 9838,Producto de la categoría asignada,4,35,262.04,694.56,9,1
9839,Sofá 3 Plazas 9839,Producto de la categoría asignada,7,12,255.81,352.21,1,1
9840,Zapatillas Nike 9840,Producto de la categoría asignada,3,15,522.60,447.56,8,1
9841,Refrigeradora LG 9841,Producto de la categoría asignada,4,10,432.58,421.47,11,1
9842,Leche Gloria 9842,Producto de la categoría asignada,7,18,172.44,685.71,11,1
9843,Monitor LG 9843,Producto de la categoría asignada,5,1,390.18,430.44,10,1
9844,Zapatillas Nike 9844,Producto de la categoría asignada,7,45,501.53,399.88,9,1
9845,Sofá 3 Plazas 9845,Producto de la categoría asignada,1,7,523.44,115.24,10,1
9846,Refrigeradora LG 9846,Producto de la categoría asignada,2,41,401.34,165.84,3,1
9847,Lego City 9847,Producto de la categoría asignada,6,6,348.75,990.44,9,1
9848,Leche Gloria 9848,Producto de la categoría asignada,6,14,517.70,667.05,9,1
9849,Refrigeradora LG 9849,Producto de la categoría asignada,6,47,377.19,384.92,10,1
9850,Zapatillas Nike 9850,Producto de la categoría asignada,7,31,404.62,229.15,6,1
9851,Sofá 3 Plazas 9851,Producto de la categoría asignada,3,25,447.91,787.43,3,1
9852,Celular Samsung 9852,Producto de la categoría asignada,4,26,124.67,758.44,10,1
9853,Monitor LG 9853,Producto de la categoría asignada,1,33,352.48,570.04,10,1
9854,Monitor LG 9854,Producto de la categoría asignada,4,32,548.70,215.97,4,1
9855,Celular Samsung 9855,Producto de la categoría asignada,6,40,162.17,113.75,4,1
9856,Camiseta Deportiva 9856,Producto de la categoría asignada,4,8,345.95,648.49,6,1
9857,Laptop Lenovo 9857,Producto de la categoría asignada,3,33,194.47,419.96,1,1
9858,Refrigeradora LG 9858,Producto de la categoría asignada,2,48,302.40,766.60,1,1
9859,Zapatillas Nike 9859,Producto de la categoría asignada,2,49,134.67,208.27,6,1
9860,Lego City 9860,Producto de la categoría asignada,7,21,374.89,947.96,3,1
9861,Camiseta Deportiva 9861,Producto de la categoría asignada,2,6,245.15,913.97,6,1
9862,Celular Samsung 9862,Producto de la categoría asignada,2,46,158.30,951.75,2,1
9863,Camiseta Deportiva 9863,Producto de la categoría asignada,5,3,474.06,724.84,10,1
9864,Celular Samsung 9864,Producto de la categoría asignada,4,29,508.93,498.07,3,1
9865,Bicicleta Montaña 9865,Producto de la categoría asignada,6,38,346.61,486.83,2,1
9866,Leche Gloria 9866,Producto de la categoría asignada,2,9,259.86,335.64,1,1
9867,Laptop Lenovo 9867,Producto de la categoría asignada,5,44,59.06,499.73,2,1
9868,Leche Gloria 9868,Producto de la categoría asignada,5,48,473.53,999.92,10,1
9869,Leche Gloria 9869,Producto de la categoría asignada,3,5,290.81,443.95,7,1
9870,Zapatillas Nike 9870,Producto de la categoría asignada,2,20,78.60,351.35,8,1
9871,Bicicleta Montaña 9871,Producto de la categoría asignada,7,4,481.49,202.99,10,1
9872,Leche Gloria 9872,Producto de la categoría asignada,2,39,144.78,685.40,6,1
9873,Zapatillas Nike 9873,Producto de la categoría asignada,3,30,340.71,453.38,9,1
9874,Laptop Lenovo 9874,Producto de la categoría asignada,8,29,146.62,296.69,6,1
9875,Refrigeradora LG 9875,Producto de la categoría asignada,3,9,226.76,908.23,5,1
9876,Camiseta Deportiva 9876,Producto de la categoría asignada,3,6,137.79,270.27,7,1
9877,Bicicleta Montaña 9877,Producto de la categoría asignada,3,20,227.91,898.52,9,1
9878,Laptop Lenovo 9878,Producto de la categoría asignada,7,9,275.43,317.00,3,1
9879,Celular Samsung 9879,Producto de la categoría asignada,6,6,54.19,886.10,6,1
9880,Leche Gloria 9880,Producto de la categoría asignada,2,19,70.94,849.67,2,1
9881,Monitor LG 9881,Producto de la categoría asignada,7,34,444.19,458.99,11,1
9882,Celular Samsung 9882,Producto de la categoría asignada,1,12,354.75,909.41,5,1
9883,Leche Gloria 9883,Producto de la categoría asignada,1,17,229.43,783.09,5,1
9884,Zapatillas Nike 9884,Producto de la categoría asignada,6,46,420.35,319.52,2,1
9885,Sofá 3 Plazas 9885,Producto de la categoría asignada,5,38,78.87,539.65,10,1
9886,Bicicleta Montaña 9886,Producto de la categoría asignada,1,2,251.61,912.93,8,1
9887,Laptop Lenovo 9887,Producto de la categoría asignada,7,49,191.51,750.48,6,1
9888,Refrigeradora LG 9888,Producto de la categoría asignada,2,17,359.78,155.98,6,1
9889,Camiseta Deportiva 9889,Producto de la categoría asignada,3,38,525.62,657.33,4,1
9890,Celular Samsung 9890,Producto de la categoría asignada,2,23,309.88,999.61,8,1
9891,Bicicleta Montaña 9891,Producto de la categoría asignada,4,22,398.85,204.97,6,1
9892,Sofá 3 Plazas 9892,Producto de la categoría asignada,8,20,326.50,743.34,9,1
9893,Lego City 9893,Producto de la categoría asignada,2,44,418.66,335.83,4,1
9894,Celular Samsung 9894,Producto de la categoría asignada,6,6,409.98,367.42,8,1
9895,Refrigeradora LG 9895,Producto de la categoría asignada,5,30,178.45,110.06,2,1
9896,Sofá 3 Plazas 9896,Producto de la categoría asignada,6,40,469.25,924.20,9,1
9897,Zapatillas Nike 9897,Producto de la categoría asignada,5,18,420.65,495.88,4,1
9898,Camiseta Deportiva 9898,Producto de la categoría asignada,5,36,274.50,507.77,8,1
9899,Celular Samsung 9899,Producto de la categoría asignada,6,14,498.24,778.11,2,1
9900,Camiseta Deportiva 9900,Producto de la categoría asignada,4,4,352.53,187.01,11,1
9901,Lego City 9901,Producto de la categoría asignada,1,20,100.92,536.60,1,1
9902,Refrigeradora LG 9902,Producto de la categoría asignada,1,3,288.17,974.74,1,1
9903,Celular Samsung 9903,Producto de la categoría asignada,7,35,55.72,981.92,9,1
9904,Lego City 9904,Producto de la categoría asignada,3,27,157.60,213.40,10,1
9905,Laptop Lenovo 9905,Producto de la categoría asignada,3,46,535.50,560.65,3,1
9906,Camiseta Deportiva 9906,Producto de la categoría asignada,2,38,215.44,134.74,6,1
9907,Refrigeradora LG 9907,Producto de la categoría asignada,4,13,301.14,442.17,7,1
9908,Laptop Lenovo 9908,Producto de la categoría asignada,6,33,316.03,456.97,4,1
9909,Sofá 3 Plazas 9909,Producto de la categoría asignada,1,17,467.14,981.98,4,1
9910,Lego City 9910,Producto de la categoría asignada,6,37,274.51,528.92,4,1
9911,Bicicleta Montaña 9911,Producto de la categoría asignada,6,21,72.29,766.39,6,1
9912,Camiseta Deportiva 9912,Producto de la categoría asignada,1,46,434.18,264.76,7,1
9913,Zapatillas Nike 9913,Producto de la categoría asignada,6,36,487.51,565.70,5,1
9914,Lego City 9914,Producto de la categoría asignada,4,22,275.57,879.89,4,1
9915,Monitor LG 9915,Producto de la categoría asignada,6,25,282.77,355.90,3,1
9916,Refrigeradora LG 9916,Producto de la categoría asignada,4,10,313.94,895.63,9,1
9917,Camiseta Deportiva 9917,Producto de la categoría asignada,5,11,293.30,347.50,6,1
9918,Bicicleta Montaña 9918,Producto de la categoría asignada,6,11,52.81,654.23,3,1
9919,Laptop Lenovo 9919,Producto de la categoría asignada,2,29,165.26,732.19,9,1
9920,Celular Samsung 9920,Producto de la categoría asignada,5,44,77.81,309.61,6,1
9921,Laptop Lenovo 9921,Producto de la categoría asignada,8,32,525.47,384.87,4,1
9922,Leche Gloria 9922,Producto de la categoría asignada,6,15,527.27,530.64,4,1
9923,Zapatillas Nike 9923,Producto de la categoría asignada,6,33,395.46,242.67,6,1
9924,Lego City 9924,Producto de la categoría asignada,8,42,546.50,367.74,9,1
9925,Refrigeradora LG 9925,Producto de la categoría asignada,3,20,106.52,459.85,2,1
9926,Laptop Lenovo 9926,Producto de la categoría asignada,2,19,163.17,819.12,7,1
9927,Monitor LG 9927,Producto de la categoría asignada,7,11,176.22,241.93,9,1
9928,Camiseta Deportiva 9928,Producto de la categoría asignada,2,4,451.19,777.73,3,1
9929,Sofá 3 Plazas 9929,Producto de la categoría asignada,6,11,372.50,739.79,3,1
9930,Bicicleta Montaña 9930,Producto de la categoría asignada,6,23,528.44,265.14,6,1
9931,Zapatillas Nike 9931,Producto de la categoría asignada,8,14,469.38,705.01,10,1
9932,Sofá 3 Plazas 9932,Producto de la categoría asignada,4,2,509.76,624.40,9,1
9933,Bicicleta Montaña 9933,Producto de la categoría asignada,4,15,449.42,637.98,6,1
9934,Refrigeradora LG 9934,Producto de la categoría asignada,3,23,369.80,783.96,10,1
9935,Monitor LG 9935,Producto de la categoría asignada,5,12,77.55,274.25,2,1
9936,Bicicleta Montaña 9936,Producto de la categoría asignada,2,41,357.64,629.60,7,1
9937,Zapatillas Nike 9937,Producto de la categoría asignada,5,6,471.13,951.56,7,1
9938,Laptop Lenovo 9938,Producto de la categoría asignada,2,46,162.38,100.04,5,1
9939,Sofá 3 Plazas 9939,Producto de la categoría asignada,8,45,315.30,114.08,3,1
9940,Camiseta Deportiva 9940,Producto de la categoría asignada,8,41,289.50,442.15,9,1
9941,Camiseta Deportiva 9941,Producto de la categoría asignada,2,25,191.81,754.98,6,1
9942,Refrigeradora LG 9942,Producto de la categoría asignada,5,40,145.73,741.13,9,1
9943,Bicicleta Montaña 9943,Producto de la categoría asignada,3,44,444.83,941.91,2,1
9944,Sofá 3 Plazas 9944,Producto de la categoría asignada,7,13,347.92,860.24,3,1
9945,Monitor LG 9945,Producto de la categoría asignada,4,50,395.86,803.00,5,1
9946,Celular Samsung 9946,Producto de la categoría asignada,7,21,483.58,515.14,6,1
9947,Laptop Lenovo 9947,Producto de la categoría asignada,2,39,252.93,986.74,9,1
9948,Bicicleta Montaña 9948,Producto de la categoría asignada,7,33,461.40,616.34,3,1
9949,Monitor LG 9949,Producto de la categoría asignada,4,44,476.94,401.08,4,1
9950,Refrigeradora LG 9950,Producto de la categoría asignada,2,29,385.41,589.62,5,1
9951,Laptop Lenovo 9951,Producto de la categoría asignada,7,16,316.66,387.95,10,1
9952,Bicicleta Montaña 9952,Producto de la categoría asignada,2,46,154.91,894.22,11,1
9953,Sofá 3 Plazas 9953,Producto de la categoría asignada,2,35,258.93,682.35,5,1
9954,Sofá 3 Plazas 9954,Producto de la categoría asignada,5,23,178.24,868.53,6,1
9955,Laptop Lenovo 9955,Producto de la categoría asignada,2,25,123.35,109.56,3,1
9956,Laptop Lenovo 9956,Producto de la categoría asignada,2,8,341.31,141.33,11,1
9957,Bicicleta Montaña 9957,Producto de la categoría asignada,2,24,118.15,491.77,8,1
9958,Camiseta Deportiva 9958,Producto de la categoría asignada,2,20,183.58,710.34,6,1
9959,Leche Gloria 9959,Producto de la categoría asignada,2,22,102.77,394.81,8,1
9960,Bicicleta Montaña 9960,Producto de la categoría asignada,5,41,69.71,784.28,3,1
9961,Refrigeradora LG 9961,Producto de la categoría asignada,5,41,374.19,645.93,3,1
9962,Leche Gloria 9962,Producto de la categoría asignada,2,28,510.42,864.05,8,1
9963,Refrigeradora LG 9963,Producto de la categoría asignada,4,39,355.90,566.35,7,1
9964,Camiseta Deportiva 9964,Producto de la categoría asignada,7,28,405.06,143.91,8,1
9965,Refrigeradora LG 9965,Producto de la categoría asignada,4,49,136.24,546.24,7,1
9966,Sofá 3 Plazas 9966,Producto de la categoría asignada,4,23,283.96,163.91,5,1
9967,Sofá 3 Plazas 9967,Producto de la categoría asignada,4,8,436.25,922.02,9,1
9968,Lego City 9968,Producto de la categoría asignada,5,39,77.71,749.21,5,1
9969,Sofá 3 Plazas 9969,Producto de la categoría asignada,5,34,172.24,535.17,10,1
9970,Lego City 9970,Producto de la categoría asignada,3,16,320.35,582.54,4,1
9971,Bicicleta Montaña 9971,Producto de la categoría asignada,5,3,342.49,200.84,8,1
9972,Lego City 9972,Producto de la categoría asignada,1,38,397.94,967.78,11,1
9973,Bicicleta Montaña 9973,Producto de la categoría asignada,6,31,420.47,984.39,4,1
9974,Sofá 3 Plazas 9974,Producto de la categoría asignada,6,39,544.61,473.95,7,1
9975,Lego City 9975,Producto de la categoría asignada,1,23,335.12,566.55,3,1
9976,Laptop Lenovo 9976,Producto de la categoría asignada,7,17,239.34,647.92,1,1
9977,Monitor LG 9977,Producto de la categoría asignada,2,8,334.91,809.18,4,1
9978,Lego City 9978,Producto de la categoría asignada,5,5,170.89,276.41,3,1
9979,Camiseta Deportiva 9979,Producto de la categoría asignada,4,18,364.65,120.33,3,1
9980,Leche Gloria 9980,Producto de la categoría asignada,7,24,187.31,201.04,2,1
9981,Sofá 3 Plazas 9981,Producto de la categoría asignada,7,34,532.97,301.73,8,1
9982,Leche Gloria 9982,Producto de la categoría asignada,2,30,279.17,653.84,9,1
9983,Sofá 3 Plazas 9983,Producto de la categoría asignada,1,14,140.27,260.69,9,1
9984,Leche Gloria 9984,Producto de la categoría asignada,6,13,435.70,892.98,10,1
9985,Celular Samsung 9985,Producto de la categoría asignada,7,16,358.00,471.22,3,1
9986,Leche Gloria 9986,Producto de la categoría asignada,1,45,118.17,245.20,9,1
9987,Laptop Lenovo 9987,Producto de la categoría asignada,3,15,331.35,346.82,3,1
9988,Refrigeradora LG 9988,Producto de la categoría asignada,7,3,83.62,223.10,5,1
9989,Monitor LG 9989,Producto de la categoría asignada,6,34,98.46,846.46,2,1
9990,Bicicleta Montaña 9990,Producto de la categoría asignada,5,22,324.78,542.70,6,1
9991,Monitor LG 9991,Producto de la categoría asignada,6,26,542.79,152.64,4,1
9992,Celular Samsung 9992,Producto de la categoría asignada,4,47,287.07,119.89,9,1
9993,Leche Gloria 9993,Producto de la categoría asignada,3,41,334.52,992.04,4,1
9994,Laptop Lenovo 9994,Producto de la categoría asignada,5,27,412.38,341.31,9,1
9995,Laptop Lenovo 9995,Producto de la categoría asignada,3,16,229.78,218.64,10,1
9996,Bicicleta Montaña 9996,Producto de la categoría asignada,5,35,494.98,967.29,6,1
9997,Lego City 9997,Producto de la categoría asignada,4,7,361.47,797.86,8,1
9998,Leche Gloria 9998,Producto de la categoría asignada,8,25,398.75,423.14,5,1
9999,Lego City 9999,Producto de la categoría asignada,1,23,76.75,964.19,3,1
10000,Camiseta Deportiva 10000,Producto de la categoría asignada,8,25,402.26,221.31,7,1
10001,Camiseta Deportiva 10001,Producto de la categoría asignada,7,38,511.72,535.91,7,1
10002,Bicicleta Montaña 10002,Producto de la categoría asignada,5,20,118.68,661.34,1,1
10003,Lego City 10003,Producto de la categoría asignada,4,12,409.63,221.01,7,1
10004,Camiseta Deportiva 10004,Producto de la categoría asignada,7,49,334.13,430.61,4,1
10005,Monitor LG 10005,Producto de la categoría asignada,4,13,362.43,538.40,7,1
10006,Sofá 3 Plazas 10006,Producto de la categoría asignada,8,7,82.86,544.06,9,1
10007,Monitor LG 10007,Producto de la categoría asignada,5,14,540.07,786.92,10,1
10008,Laptop Lenovo 10008,Producto de la categoría asignada,4,27,252.46,448.02,2,1
10009,Camiseta Deportiva 10009,Producto de la categoría asignada,4,5,404.79,703.66,4,1
10010,Bicicleta Montaña 10010,Producto de la categoría asignada,3,24,474.18,851.88,4,1
10011,Refrigeradora LG 10011,Producto de la categoría asignada,4,48,537.41,902.24,6,1
10012,Bicicleta Montaña 10012,Producto de la categoría asignada,1,34,297.71,123.56,9,1
10013,Sofá 3 Plazas 10013,Producto de la categoría asignada,7,39,527.41,477.09,2,1
10014,Zapatillas Nike 10014,Producto de la categoría asignada,3,8,102.12,604.17,2,1
10015,Bicicleta Montaña 10015,Producto de la categoría asignada,7,21,376.25,579.16,2,1
10016,Celular Samsung 10016,Producto de la categoría asignada,4,27,293.00,500.08,8,1
10017,Camiseta Deportiva 10017,Producto de la categoría asignada,7,31,109.80,563.70,6,1
10018,Leche Gloria 10018,Producto de la categoría asignada,2,28,103.49,526.97,10,1
10019,Refrigeradora LG 10019,Producto de la categoría asignada,8,13,72.55,703.96,7,1
10020,Camiseta Deportiva 10020,Producto de la categoría asignada,7,33,92.71,112.31,6,1
10021,Monitor LG 10021,Producto de la categoría asignada,1,41,146.76,487.18,7,1
10022,Laptop Lenovo 10022,Producto de la categoría asignada,3,37,152.73,501.27,1,1
10023,Monitor LG 10023,Producto de la categoría asignada,1,22,413.72,953.39,8,1
10024,Monitor LG 10024,Producto de la categoría asignada,7,27,512.92,252.38,9,1
10025,Lego City 10025,Producto de la categoría asignada,5,5,211.85,662.70,3,1
10026,Zapatillas Nike 10026,Producto de la categoría asignada,4,47,499.17,201.65,5,1
10027,Lego City 10027,Producto de la categoría asignada,8,13,504.28,408.54,6,1
10028,Leche Gloria 10028,Producto de la categoría asignada,3,48,314.88,293.87,7,1
10029,Zapatillas Nike 10029,Producto de la categoría asignada,4,11,272.69,145.45,1,1
10030,Celular Samsung 10030,Producto de la categoría asignada,5,6,474.41,600.55,6,1
10031,Bicicleta Montaña 10031,Producto de la categoría asignada,8,44,437.04,957.04,4,1
10032,Celular Samsung 10032,Producto de la categoría asignada,7,35,388.27,406.75,3,1
10033,Monitor LG 10033,Producto de la categoría asignada,6,47,472.13,427.71,5,1
10034,Zapatillas Nike 10034,Producto de la categoría asignada,2,16,321.57,242.14,3,1
10035,Celular Samsung 10035,Producto de la categoría asignada,2,48,357.75,448.10,11,1
10036,Zapatillas Nike 10036,Producto de la categoría asignada,6,5,491.96,508.65,6,1
10037,Zapatillas Nike 10037,Producto de la categoría asignada,5,7,258.59,529.11,8,1
10038,Leche Gloria 10038,Producto de la categoría asignada,5,4,411.93,523.23,4,1
10039,Leche Gloria 10039,Producto de la categoría asignada,4,26,508.39,748.01,9,1
10040,Lego City 10040,Producto de la categoría asignada,7,36,342.17,781.57,10,1
10041,Celular Samsung 10041,Producto de la categoría asignada,3,33,125.03,525.72,3,1
10042,Laptop Lenovo 10042,Producto de la categoría asignada,3,12,135.15,644.31,7,1
10043,Celular Samsung 10043,Producto de la categoría asignada,5,7,188.62,953.57,10,1
10044,Lego City 10044,Producto de la categoría asignada,5,27,488.18,772.63,5,1
10045,Camiseta Deportiva 10045,Producto de la categoría asignada,7,9,487.80,505.00,3,1
10046,Leche Gloria 10046,Producto de la categoría asignada,4,27,354.84,370.86,6,1
10047,Laptop Lenovo 10047,Producto de la categoría asignada,6,19,236.67,420.95,2,1
10048,Refrigeradora LG 10048,Producto de la categoría asignada,7,41,93.47,570.71,1,1
10049,Leche Gloria 10049,Producto de la categoría asignada,7,27,367.94,482.32,6,1
10050,Bicicleta Montaña 10050,Producto de la categoría asignada,6,40,313.05,623.83,1,1
10051,Camiseta Deportiva 10051,Producto de la categoría asignada,2,44,259.01,106.40,6,1
10052,Bicicleta Montaña 10052,Producto de la categoría asignada,3,23,53.17,540.37,2,1
10053,Sofá 3 Plazas 10053,Producto de la categoría asignada,2,15,156.14,917.28,7,1
10054,Celular Samsung 10054,Producto de la categoría asignada,2,13,95.23,653.15,10,1
10055,Camiseta Deportiva 10055,Producto de la categoría asignada,5,47,247.80,359.26,1,1
10056,Sofá 3 Plazas 10056,Producto de la categoría asignada,7,36,115.77,357.96,3,1
10057,Lego City 10057,Producto de la categoría asignada,2,48,107.52,331.78,7,1
10058,Zapatillas Nike 10058,Producto de la categoría asignada,6,34,485.96,156.20,5,1
10059,Celular Samsung 10059,Producto de la categoría asignada,6,39,484.40,659.84,11,1
10060,Camiseta Deportiva 10060,Producto de la categoría asignada,7,43,271.85,659.40,3,1
10061,Zapatillas Nike 10061,Producto de la categoría asignada,3,38,291.46,758.15,2,1
10062,Monitor LG 10062,Producto de la categoría asignada,3,35,67.86,911.06,8,1
10063,Monitor LG 10063,Producto de la categoría asignada,7,46,506.26,376.59,1,1
10064,Refrigeradora LG 10064,Producto de la categoría asignada,6,27,216.49,362.43,3,1
10065,Zapatillas Nike 10065,Producto de la categoría asignada,1,49,245.99,475.18,11,1
10066,Leche Gloria 10066,Producto de la categoría asignada,5,24,520.83,385.55,1,1
10067,Monitor LG 10067,Producto de la categoría asignada,2,15,436.68,575.28,2,1
10068,Camiseta Deportiva 10068,Producto de la categoría asignada,2,34,131.94,926.40,11,1
10069,Celular Samsung 10069,Producto de la categoría asignada,2,14,226.15,963.93,8,1
10070,Camiseta Deportiva 10070,Producto de la categoría asignada,3,39,166.10,319.80,2,1
10071,Zapatillas Nike 10071,Producto de la categoría asignada,6,2,222.21,622.59,2,1
10072,Sofá 3 Plazas 10072,Producto de la categoría asignada,6,24,205.92,279.67,3,1
10073,Lego City 10073,Producto de la categoría asignada,5,25,101.15,101.81,7,1
10074,Sofá 3 Plazas 10074,Producto de la categoría asignada,4,44,461.51,156.45,11,1
10075,Refrigeradora LG 10075,Producto de la categoría asignada,3,45,380.11,914.52,1,1
10076,Leche Gloria 10076,Producto de la categoría asignada,7,6,519.91,752.01,9,1
10077,Leche Gloria 10077,Producto de la categoría asignada,7,44,436.48,909.14,8,1
10078,Laptop Lenovo 10078,Producto de la categoría asignada,4,4,543.36,157.14,6,1
10079,Laptop Lenovo 10079,Producto de la categoría asignada,5,4,64.53,623.88,3,1
10080,Monitor LG 10080,Producto de la categoría asignada,5,15,537.11,170.92,4,1
10081,Sofá 3 Plazas 10081,Producto de la categoría asignada,5,40,314.88,922.47,7,1
10082,Bicicleta Montaña 10082,Producto de la categoría asignada,7,22,340.47,387.04,5,1
10083,Sofá 3 Plazas 10083,Producto de la categoría asignada,4,18,441.88,825.52,6,1
10084,Celular Samsung 10084,Producto de la categoría asignada,1,45,269.10,607.61,5,1
10085,Refrigeradora LG 10085,Producto de la categoría asignada,1,33,50.42,853.10,6,1
10086,Monitor LG 10086,Producto de la categoría asignada,6,16,206.21,247.29,3,1
10087,Bicicleta Montaña 10087,Producto de la categoría asignada,3,31,199.65,148.56,6,1
10088,Lego City 10088,Producto de la categoría asignada,6,8,486.41,150.84,6,1
10089,Monitor LG 10089,Producto de la categoría asignada,6,11,276.55,561.25,2,1
10090,Monitor LG 10090,Producto de la categoría asignada,3,7,134.52,699.65,9,1
10091,Monitor LG 10091,Producto de la categoría asignada,8,23,363.51,616.56,6,1
10092,Camiseta Deportiva 10092,Producto de la categoría asignada,5,23,147.78,503.22,8,1
10093,Zapatillas Nike 10093,Producto de la categoría asignada,2,13,410.18,237.15,11,1
10094,Refrigeradora LG 10094,Producto de la categoría asignada,2,11,518.32,334.26,11,1
10095,Lego City 10095,Producto de la categoría asignada,5,29,476.14,763.89,5,1
10096,Laptop Lenovo 10096,Producto de la categoría asignada,8,24,478.22,447.06,1,1
10097,Camiseta Deportiva 10097,Producto de la categoría asignada,4,26,287.95,186.84,8,1
10098,Laptop Lenovo 10098,Producto de la categoría asignada,6,5,469.85,271.99,11,1
10099,Laptop Lenovo 10099,Producto de la categoría asignada,3,18,221.79,228.26,8,1
10100,Bicicleta Montaña 10100,Producto de la categoría asignada,6,21,56.35,524.14,2,1
10101,Lego City 10101,Producto de la categoría asignada,5,26,167.51,773.90,8,1
10102,Celular Samsung 10102,Producto de la categoría asignada,7,31,335.47,315.10,9,1
10103,Leche Gloria 10103,Producto de la categoría asignada,4,48,253.41,804.03,2,1
10104,Bicicleta Montaña 10104,Producto de la categoría asignada,3,36,268.57,942.80,9,1
10105,Bicicleta Montaña 10105,Producto de la categoría asignada,2,14,539.99,649.86,8,1
10106,Laptop Lenovo 10106,Producto de la categoría asignada,8,28,456.93,768.93,4,1
10107,Camiseta Deportiva 10107,Producto de la categoría asignada,8,48,396.91,315.00,5,1
10108,Lego City 10108,Producto de la categoría asignada,2,8,222.65,293.88,6,1
10109,Sofá 3 Plazas 10109,Producto de la categoría asignada,6,27,512.66,776.31,4,1
10110,Sofá 3 Plazas 10110,Producto de la categoría asignada,6,50,384.06,704.91,5,1
10111,Zapatillas Nike 10111,Producto de la categoría asignada,5,39,196.83,662.94,4,1
10112,Sofá 3 Plazas 10112,Producto de la categoría asignada,2,10,268.14,971.30,9,1
10113,Monitor LG 10113,Producto de la categoría asignada,1,4,104.34,489.82,10,1
10114,Laptop Lenovo 10114,Producto de la categoría asignada,6,8,519.63,110.43,5,1
10115,Leche Gloria 10115,Producto de la categoría asignada,6,37,425.25,998.25,5,1
10116,Lego City 10116,Producto de la categoría asignada,4,9,158.12,117.59,7,1
10117,Lego City 10117,Producto de la categoría asignada,3,33,510.32,858.47,2,1
10118,Lego City 10118,Producto de la categoría asignada,6,6,298.95,511.36,7,1
10119,Sofá 3 Plazas 10119,Producto de la categoría asignada,1,18,531.28,447.46,6,1
10120,Sofá 3 Plazas 10120,Producto de la categoría asignada,7,19,162.33,927.34,7,1
10121,Camiseta Deportiva 10121,Producto de la categoría asignada,2,32,349.64,414.93,4,1
10122,Laptop Lenovo 10122,Producto de la categoría asignada,2,24,190.82,221.82,10,1
10123,Celular Samsung 10123,Producto de la categoría asignada,3,10,88.32,688.25,10,1
10124,Laptop Lenovo 10124,Producto de la categoría asignada,3,11,286.51,486.20,11,1
10125,Celular Samsung 10125,Producto de la categoría asignada,7,22,504.98,356.90,8,1
10126,Camiseta Deportiva 10126,Producto de la categoría asignada,7,15,520.73,717.27,9,1
10127,Leche Gloria 10127,Producto de la categoría asignada,2,18,460.07,323.19,11,1
10128,Leche Gloria 10128,Producto de la categoría asignada,5,18,430.80,149.83,2,1
10129,Celular Samsung 10129,Producto de la categoría asignada,6,47,206.61,819.44,1,1
10130,Bicicleta Montaña 10130,Producto de la categoría asignada,1,33,376.35,110.40,5,1
10131,Sofá 3 Plazas 10131,Producto de la categoría asignada,1,16,114.75,330.22,2,1
10132,Monitor LG 10132,Producto de la categoría asignada,3,47,150.06,852.88,4,1
10133,Celular Samsung 10133,Producto de la categoría asignada,7,15,519.80,235.56,9,1
10134,Refrigeradora LG 10134,Producto de la categoría asignada,4,19,393.16,824.18,3,1
10135,Camiseta Deportiva 10135,Producto de la categoría asignada,4,36,255.86,662.52,9,1
10136,Monitor LG 10136,Producto de la categoría asignada,2,9,373.47,516.84,6,1
10137,Leche Gloria 10137,Producto de la categoría asignada,3,25,390.31,184.96,4,1
10138,Refrigeradora LG 10138,Producto de la categoría asignada,5,23,176.34,942.80,4,1
10139,Sofá 3 Plazas 10139,Producto de la categoría asignada,6,20,403.44,694.69,9,1
10140,Camiseta Deportiva 10140,Producto de la categoría asignada,3,30,498.72,160.65,6,1
10141,Lego City 10141,Producto de la categoría asignada,3,44,223.95,277.62,8,1
10142,Zapatillas Nike 10142,Producto de la categoría asignada,3,15,313.46,142.05,2,1
10143,Bicicleta Montaña 10143,Producto de la categoría asignada,8,41,472.71,580.27,5,1
10144,Monitor LG 10144,Producto de la categoría asignada,5,2,445.31,478.30,9,1
10145,Leche Gloria 10145,Producto de la categoría asignada,8,39,90.21,610.81,2,1
10146,Monitor LG 10146,Producto de la categoría asignada,3,15,216.01,813.54,6,1
10147,Camiseta Deportiva 10147,Producto de la categoría asignada,7,8,238.83,740.18,2,1
10148,Refrigeradora LG 10148,Producto de la categoría asignada,4,49,503.34,349.95,4,1
10149,Bicicleta Montaña 10149,Producto de la categoría asignada,5,1,332.92,838.91,10,1
10150,Zapatillas Nike 10150,Producto de la categoría asignada,4,48,401.29,968.28,8,1
10151,Leche Gloria 10151,Producto de la categoría asignada,2,20,90.64,931.13,7,1
10152,Bicicleta Montaña 10152,Producto de la categoría asignada,7,35,197.10,340.68,3,1
10153,Refrigeradora LG 10153,Producto de la categoría asignada,5,37,252.90,184.43,1,1
